ID,age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
EXT2694,45,Unemployed,Website,Medium,3,706,2.265,Email Activity,No,No,No,No,No,0
EXT2695,20,Student,Mobile App,Medium,29,1152,3.868,Phone Activity,No,No,No,Yes,No,0
EXT2696,59,Unemployed,Mobile App,High,2,81,2.108,Website Activity,No,No,No,Yes,No,0
EXT2697,21,Student,Mobile App,High,2,690,5.386,Email Activity,No,No,Yes,No,No,1
EXT2698,60,Unemployed,Website,High,5,36,6.848,Email Activity,No,No,No,No,No,0
EXT2699,59,Unemployed,Website,Medium,0,0,0,Phone Activity,No,No,No,No,No,0
EXT2700,34,Professional,Website,High,1,2398,0.278,Email Activity,No,No,No,No,No,1
EXT2701,47,Unemployed,Mobile App,High,3,349,5.278,Website Activity,No,No,No,No,No,0
EXT2702,59,Unemployed,Mobile App,Medium,9,47,0.19,Email Activity,No,No,No,No,No,0
EXT2703,58,Professional,Mobile App,High,4,50,4.1,Website Activity,No,No,No,No,No,0
EXT2704,58,Professional,Website,Medium,9,2120,3.252,Phone Activity,No,No,No,No,No,0
EXT2705,43,Unemployed,Website,High,0,0,0,Email Activity,No,No,No,No,No,1
EXT2706,57,Professional,Mobile App,Medium,7,601,2.092,Email Activity,No,No,No,No,No,1
EXT2707,50,Professional,Website,High,2,2073,3.098,Website Activity,No,No,No,No,No,1
EXT2708,47,Unemployed,Website,High,2,218,2.071,Email Activity,No,No,No,No,No,1
EXT2709,29,Professional,Website,High,2,48,5.568,Phone Activity,No,No,No,Yes,No,0
EXT2710,56,Professional,Mobile App,Medium,6,83,8.031,Email Activity,No,No,No,No,No,0
EXT2711,57,Professional,Website,Medium,2,78,6.313,Phone Activity,No,No,No,No,No,0
EXT2712,56,Professional,Website,High,4,354,3.744,Website Activity,No,No,No,No,No,0
EXT2713,60,Unemployed,Mobile App,High,2,1,3.925,Website Activity,Yes,No,No,Yes,No,0
EXT2714,54,Professional,Website,Low,1,1,3.23,Email Activity,No,No,No,Yes,No,0
EXT2715,53,Professional,Website,High,1,1,4.181,Website Activity,No,No,No,No,No,1
EXT2716,32,Professional,Mobile App,High,9,413,5.669,Phone Activity,No,No,No,No,No,0
EXT2717,48,Unemployed,Mobile App,High,3,1224,3.745,Phone Activity,No,No,No,Yes,No,1
EXT2718,33,Unemployed,Website,Medium,6,13,0.334,Phone Activity,No,No,No,No,No,0
EXT2719,60,Unemployed,Website,Medium,3,361,3.338,Email Activity,No,No,Yes,No,No,0
EXT2720,55,Professional,Website,Medium,4,2418,5.31,Phone Activity,No,Yes,No,No,No,0
EXT2721,42,Unemployed,Mobile App,Medium,4,38,3.415,Email Activity,No,Yes,No,No,No,0
EXT2722,57,Unemployed,Mobile App,Medium,5,391,3.986,Phone Activity,No,No,No,No,No,0
EXT2723,59,Unemployed,Website,High,11,579,1.446,Website Activity,No,No,No,No,No,1
EXT2724,55,Professional,Mobile App,High,12,650,2.054,Email Activity,Yes,No,No,No,No,0
EXT2725,20,Student,Website,High,7,88,1.79,Email Activity,No,No,No,No,No,0
EXT2726,56,Professional,Website,High,1,257,3.968,Email Activity,No,No,Yes,No,No,1
EXT2727,56,Unemployed,Website,High,2,2212,2.174,Email Activity,No,No,No,No,No,1
EXT2728,54,Professional,Mobile App,High,3,501,1.223,Email Activity,No,No,No,No,No,0
EXT2729,59,Unemployed,Website,Medium,5,84,0.126,Email Activity,No,No,No,No,No,0
EXT2730,34,Professional,Website,Medium,0,0,0,Email Activity,No,No,Yes,No,No,0
EXT2731,59,Professional,Website,Medium,3,2021,7.793,Website Activity,Yes,No,No,No,No,1
EXT2732,33,Professional,Mobile App,High,3,52,0.185,Website Activity,No,No,No,No,No,0
EXT2733,26,Professional,Mobile App,High,2,38,1.684,Email Activity,No,No,No,No,No,0
EXT2734,21,Student,Mobile App,Low,2,44,7.687,Phone Activity,No,No,No,Yes,No,0
EXT2735,46,Professional,Website,Medium,6,621,0.137,Email Activity,No,No,No,No,No,1
EXT2736,58,Unemployed,Mobile App,High,2,44,0.204,Phone Activity,No,No,No,No,No,0
EXT2737,32,Unemployed,Website,High,5,375,2.121,Website Activity,No,No,No,No,No,0
EXT2738,45,Unemployed,Website,Medium,1,376,0.143,Phone Activity,No,No,No,No,No,0
EXT2739,38,Unemployed,Website,Medium,7,1903,3.289,Website Activity,No,No,No,No,No,1
EXT2740,55,Professional,Website,Medium,3,1700,5.841,Phone Activity,No,No,Yes,No,No,0
EXT2741,50,Professional,Website,Medium,2,85,4.381,Phone Activity,No,No,No,No,No,0
EXT2742,43,Professional,Website,High,3,9,5.671,Email Activity,No,No,No,No,No,1
EXT2743,58,Professional,Mobile App,High,2,1748,3.103,Email Activity,Yes,No,Yes,No,No,0
EXT2744,20,Student,Website,Medium,2,336,3.61,Email Activity,No,No,No,No,No,0
EXT2745,54,Professional,Mobile App,Medium,3,48,3.89,Phone Activity,No,No,No,No,No,0
EXT2746,58,Unemployed,Mobile App,Low,2,65,2.229,Email Activity,No,No,No,Yes,No,0
EXT2747,52,Professional,Mobile App,Medium,2,56,0.215,Website Activity,No,No,No,No,No,0
EXT2748,50,Unemployed,Mobile App,Medium,4,351,3.748,Email Activity,No,No,No,No,No,0
EXT2749,32,Professional,Website,Medium,3,1788,0.145,Website Activity,No,No,Yes,No,No,1
EXT2750,32,Professional,Mobile App,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT2751,48,Professional,Mobile App,High,1,41,2.086,Phone Activity,No,No,Yes,No,No,0
EXT2752,59,Professional,Website,Medium,4,603,2.117,Email Activity,No,No,No,No,No,1
EXT2753,59,Unemployed,Mobile App,Medium,5,193,3.703,Email Activity,No,No,Yes,No,No,0
EXT2754,58,Unemployed,Mobile App,Medium,2,1090,0.299,Phone Activity,No,No,No,No,No,0
EXT2755,31,Professional,Mobile App,High,8,458,3.132,Website Activity,No,No,No,No,No,1
EXT2756,49,Unemployed,Mobile App,Medium,11,1995,5.501,Email Activity,Yes,No,No,No,No,1
EXT2757,61,Unemployed,Website,High,2,344,4.46,Phone Activity,No,No,No,Yes,No,1
EXT2758,58,Professional,Mobile App,High,2,1960,2.108,Email Activity,No,No,No,No,No,1
EXT2759,32,Unemployed,Website,High,5,386,8.083,Email Activity,No,No,No,No,No,0
EXT2760,57,Professional,Mobile App,High,4,1708,3.934,Email Activity,No,No,No,No,No,0
EXT2761,59,Unemployed,Website,Medium,3,99,4.418,Email Activity,No,No,Yes,No,No,0
EXT2762,38,Unemployed,Mobile App,Medium,3,13,5.492,Website Activity,No,No,No,No,No,0
EXT2763,53,Professional,Website,High,13,1852,3.654,Phone Activity,No,No,Yes,No,No,1
EXT2764,44,Professional,Website,High,1,64,5.051,Website Activity,No,Yes,No,Yes,No,1
EXT2765,45,Professional,Website,High,5,255,5.631,Email Activity,No,No,No,No,No,1
EXT2766,51,Unemployed,Website,Medium,1,602,1.954,Website Activity,No,No,No,No,No,1
EXT2767,60,Unemployed,Mobile App,High,3,1518,3.898,Website Activity,No,No,Yes,No,No,0
EXT2768,58,Professional,Website,High,2,2306,3.894,Email Activity,No,No,No,No,No,1
EXT2769,32,Unemployed,Mobile App,Low,7,1294,3.835,Email Activity,No,No,No,No,No,0
EXT2770,56,Professional,Website,High,1,301,2.06,Website Activity,No,No,No,No,No,1
EXT2771,38,Unemployed,Mobile App,High,1,1894,3.93,Phone Activity,No,No,No,No,No,0
EXT2772,51,Professional,Mobile App,High,9,2336,2.239,Website Activity,No,No,No,No,No,0
EXT2773,50,Unemployed,Mobile App,High,4,477,0.264,Website Activity,No,No,Yes,No,No,0
EXT2774,63,Unemployed,Mobile App,High,2,2486,5.53,Email Activity,Yes,No,No,Yes,No,0
EXT2775,24,Student,Website,High,4,158,2.239,Email Activity,No,No,No,Yes,No,0
EXT2776,51,Professional,Website,High,2,683,3.296,Email Activity,No,No,No,No,No,1
EXT2777,54,Unemployed,Mobile App,High,4,729,2.264,Phone Activity,No,Yes,No,No,No,0
EXT2778,53,Unemployed,Mobile App,Medium,5,267,2.007,Phone Activity,No,Yes,No,No,No,0
EXT2779,60,Unemployed,Website,Medium,6,538,4.311,Website Activity,No,No,No,No,No,1
EXT2780,23,Student,Website,Medium,1,927,5.495,Website Activity,No,No,No,Yes,No,0
EXT2781,55,Professional,Website,High,8,562,3.171,Phone Activity,No,No,No,No,No,0
EXT2782,57,Unemployed,Mobile App,Medium,2,112,3.422,Email Activity,No,No,No,No,No,0
EXT2783,59,Professional,Mobile App,High,3,2248,3.746,Email Activity,No,No,No,No,No,0
EXT2784,58,Professional,Website,Medium,6,408,4.913,Email Activity,No,No,No,No,No,0
EXT2785,50,Unemployed,Website,High,2,49,2.006,Email Activity,No,No,No,Yes,No,0
EXT2786,24,Student,Mobile App,Medium,7,6,5.725,Email Activity,No,No,No,No,No,0
EXT2787,56,Professional,Mobile App,High,3,1094,2.204,Website Activity,No,No,No,No,No,0
EXT2788,57,Unemployed,Website,Medium,1,18,3.345,Phone Activity,Yes,No,No,No,No,0
EXT2789,20,Student,Website,Medium,6,918,3.538,Phone Activity,Yes,No,No,No,No,0
EXT2790,59,Unemployed,Mobile App,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT2791,60,Professional,Website,High,4,219,1.909,Email Activity,No,No,No,No,No,1
EXT2792,60,Professional,Website,Medium,2,2008,2.28,Phone Activity,No,No,Yes,No,No,0
EXT2793,40,Unemployed,Mobile App,Medium,3,309,3.277,Email Activity,No,No,No,Yes,No,0
EXT2794,57,Professional,Website,Low,2,65,3.664,Website Activity,No,No,No,No,No,1
EXT2795,44,Professional,Website,High,10,83,4.256,Website Activity,No,No,No,No,No,1
EXT2796,18,Student,Mobile App,Medium,7,2087,3.009,Email Activity,No,No,No,No,No,0
EXT2797,24,Student,Mobile App,High,6,420,3.756,Email Activity,No,No,No,No,No,1
EXT2798,63,Unemployed,Mobile App,High,5,358,3.601,Email Activity,No,No,No,No,Yes,0
EXT2799,57,Unemployed,Website,High,3,67,9.806,Email Activity,No,No,No,No,No,1
EXT2800,52,Unemployed,Website,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT2801,35,Professional,Mobile App,High,3,62,3.873,Email Activity,No,No,No,Yes,No,0
EXT2802,48,Unemployed,Mobile App,High,5,38,8.212,Phone Activity,No,No,No,No,No,0
EXT2803,18,Student,Mobile App,High,7,1199,2.068,Website Activity,No,No,No,No,No,0
EXT2804,21,Student,Mobile App,High,8,241,2.173,Email Activity,No,No,No,No,No,0
EXT2805,37,Professional,Website,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT2806,59,Unemployed,Mobile App,Medium,1,130,3.64,Email Activity,No,No,No,No,No,0
EXT2807,59,Professional,Mobile App,High,5,59,2.228,Website Activity,Yes,No,No,No,No,0
EXT2808,55,Unemployed,Mobile App,Medium,2,2479,1.911,Website Activity,No,No,No,No,No,1
EXT2809,46,Professional,Mobile App,Medium,2,125,2.17,Email Activity,Yes,No,Yes,No,No,0
EXT2810,48,Unemployed,Mobile App,Medium,2,1790,5.67,Phone Activity,No,No,No,No,No,0
EXT2811,60,Unemployed,Mobile App,High,4,211,0.032,Email Activity,No,No,No,Yes,No,0
EXT2812,52,Professional,Mobile App,High,2,539,3.832,Phone Activity,No,No,Yes,No,No,0
EXT2813,39,Professional,Website,Medium,4,1950,3.353,Email Activity,No,No,No,No,No,1
EXT2814,60,Unemployed,Mobile App,High,1,2007,2.199,Email Activity,Yes,No,No,No,No,0
EXT2815,56,Professional,Mobile App,Medium,2,219,2.101,Email Activity,No,No,No,Yes,No,0
EXT2816,55,Professional,Mobile App,Medium,1,348,4.005,Email Activity,No,No,No,No,No,0
EXT2817,61,Unemployed,Mobile App,High,5,443,9.886,Phone Activity,No,No,No,No,No,1
EXT2818,56,Unemployed,Mobile App,High,1,1753,2.017,Email Activity,No,No,No,No,No,0
EXT2819,59,Professional,Website,High,5,1432,2.196,Email Activity,No,No,No,Yes,Yes,1
EXT2820,57,Professional,Website,Medium,3,570,3.291,Website Activity,No,No,No,No,No,1
EXT2821,41,Professional,Mobile App,Medium,7,1812,2.208,Email Activity,No,No,No,No,No,0
EXT2822,43,Unemployed,Mobile App,Medium,4,1227,2.701,Phone Activity,Yes,No,No,No,No,0
EXT2823,30,Professional,Website,Medium,7,322,3.917,Phone Activity,No,No,No,No,No,0
EXT2824,57,Professional,Mobile App,High,2,870,2.15,Email Activity,Yes,No,No,No,No,0
EXT2825,38,Professional,Website,Medium,4,1758,4.129,Phone Activity,No,No,No,Yes,No,0
EXT2826,18,Student,Website,Medium,2,1626,1.854,Phone Activity,No,No,No,No,No,0
EXT2827,30,Professional,Website,Medium,1,73,0.271,Phone Activity,No,No,No,No,No,0
EXT2828,20,Student,Website,Medium,2,443,5.122,Email Activity,No,Yes,No,No,No,1
EXT2829,43,Professional,Website,High,6,58,3.258,Email Activity,No,No,Yes,No,No,1
EXT2830,55,Unemployed,Mobile App,High,5,1471,5.517,Phone Activity,No,No,No,No,No,0
EXT2831,55,Professional,Mobile App,High,4,410,2.079,Website Activity,No,Yes,No,No,No,0
EXT2832,18,Student,Website,High,2,82,2.945,Email Activity,No,No,No,No,No,0
EXT2833,35,Professional,Mobile App,High,2,1,2.217,Email Activity,No,No,No,No,No,0
EXT2834,58,Unemployed,Mobile App,High,2,1254,3.808,Phone Activity,No,No,No,No,No,0
EXT2835,60,Professional,Website,High,2,45,5.739,Email Activity,No,No,No,No,No,0
EXT2836,24,Student,Website,Medium,8,2114,6.808,Phone Activity,No,No,No,No,No,0
EXT2837,57,Professional,Mobile App,Medium,5,2186,2.173,Email Activity,No,No,Yes,No,No,0
EXT2838,30,Professional,Website,Medium,4,294,2.011,Phone Activity,No,No,No,No,No,0
EXT2839,28,Professional,Website,Medium,2,49,3.634,Website Activity,No,Yes,No,Yes,No,0
EXT2840,31,Professional,Website,High,3,1932,2.168,Website Activity,No,No,No,No,No,1
EXT2841,62,Unemployed,Website,High,1,374,4.128,Email Activity,Yes,No,No,No,No,1
EXT2842,42,Unemployed,Mobile App,Medium,1,387,3.818,Phone Activity,No,No,No,No,No,0
EXT2843,40,Professional,Website,High,2,1832,3.795,Website Activity,No,No,No,No,No,1
EXT2844,21,Student,Mobile App,High,7,92,3.366,Website Activity,No,No,No,No,No,0
EXT2845,41,Unemployed,Website,Medium,12,340,2.644,Email Activity,No,No,No,Yes,No,0
EXT2846,57,Professional,Mobile App,High,2,2186,3.398,Email Activity,No,No,No,No,No,0
EXT2847,60,Unemployed,Website,Medium,9,393,1.773,Email Activity,No,No,No,No,No,0
EXT2848,28,Professional,Mobile App,Low,6,316,2.211,Email Activity,No,No,No,No,No,0
EXT2849,48,Professional,Website,Medium,2,358,2.093,Email Activity,No,No,No,No,No,0
EXT2850,48,Unemployed,Mobile App,High,5,1378,1.923,Phone Activity,No,No,No,No,No,1
EXT2851,58,Professional,Mobile App,Medium,2,1856,0.196,Email Activity,No,No,No,No,No,0
EXT2852,19,Student,Website,Medium,1,1530,3.394,Phone Activity,No,No,No,No,No,0
EXT2853,56,Unemployed,Website,Medium,1,308,4.215,Phone Activity,No,No,No,No,No,0
EXT2854,58,Professional,Mobile App,High,2,2058,3.724,Email Activity,No,Yes,No,No,No,0
EXT2855,55,Professional,Website,Medium,2,1151,7.687,Website Activity,No,Yes,No,Yes,No,0
EXT2856,29,Professional,Website,High,2,1050,3.515,Phone Activity,No,No,Yes,No,No,0
EXT2857,56,Professional,Website,Medium,1,1570,3.569,Website Activity,No,No,No,No,Yes,1
EXT2858,25,Professional,Website,Medium,4,258,0.348,Website Activity,No,No,No,No,No,0
EXT2859,60,Professional,Mobile App,High,10,220,3.854,Email Activity,No,Yes,No,No,No,0
EXT2860,18,Student,Website,High,3,655,3.355,Phone Activity,No,No,No,No,No,1
EXT2861,56,Unemployed,Website,High,0,0,0,Phone Activity,No,No,No,No,No,1
EXT2862,32,Unemployed,Mobile App,High,3,258,2.081,Email Activity,No,No,No,No,No,0
EXT2863,54,Professional,Mobile App,High,2,134,2.165,Phone Activity,No,No,No,Yes,No,0
EXT2864,57,Professional,Mobile App,High,4,45,3.721,Email Activity,No,No,No,No,No,0
EXT2865,56,Professional,Mobile App,Medium,2,38,4.333,Email Activity,No,No,No,No,No,0
EXT2866,21,Student,Mobile App,High,3,204,5.319,Website Activity,No,No,No,No,No,0
EXT2867,32,Unemployed,Website,Medium,2,71,3.898,Email Activity,No,No,No,No,No,0
EXT2868,37,Unemployed,Mobile App,Low,4,211,2.01,Email Activity,Yes,No,No,No,No,0
EXT2869,18,Student,Website,High,8,359,1.707,Email Activity,No,No,No,No,No,0
EXT2870,19,Student,Website,High,1,268,2.964,Phone Activity,No,No,No,No,No,0
EXT2871,57,Professional,Website,Medium,5,2295,3.734,Phone Activity,No,No,No,Yes,No,0
EXT2872,59,Professional,Website,High,7,1675,7.837,Email Activity,Yes,No,No,No,No,1
EXT2873,55,Professional,Mobile App,High,2,102,3.783,Phone Activity,No,No,Yes,No,No,0
EXT2874,47,Unemployed,Mobile App,High,7,278,2.149,Website Activity,No,No,No,Yes,No,0
EXT2875,57,Professional,Mobile App,High,1,2216,2.301,Phone Activity,Yes,No,No,No,No,0
EXT2876,23,Student,Website,Medium,4,75,2.136,Website Activity,No,Yes,No,No,No,0
EXT2877,57,Professional,Website,High,2,281,3.076,Phone Activity,No,No,No,No,No,1
EXT2878,53,Unemployed,Mobile App,Medium,2,311,3.821,Phone Activity,No,No,No,Yes,No,0
EXT2879,53,Professional,Website,High,1,1553,3.643,Email Activity,No,No,Yes,No,No,1
EXT2880,58,Unemployed,Website,Medium,1,354,1.983,Phone Activity,No,No,No,No,No,0
EXT2881,41,Professional,Website,Medium,4,570,3.247,Website Activity,No,No,No,No,Yes,1
EXT2882,56,Unemployed,Mobile App,Medium,6,286,5.843,Website Activity,No,No,No,No,No,0
EXT2883,45,Professional,Website,High,3,418,2.917,Email Activity,No,No,No,No,No,1
EXT2884,24,Student,Website,Medium,4,1602,1.993,Email Activity,No,No,No,Yes,No,0
EXT2885,38,Professional,Mobile App,Medium,3,1820,3.899,Email Activity,No,No,No,No,No,0
EXT2886,42,Unemployed,Mobile App,High,8,1142,3.678,Website Activity,No,No,No,No,No,0
EXT2887,58,Professional,Website,Medium,3,67,6.967,Email Activity,No,Yes,No,No,No,0
EXT2888,19,Student,Mobile App,Medium,5,1552,3.639,Website Activity,No,No,Yes,No,No,0
EXT2889,57,Unemployed,Mobile App,Medium,2,1,0.275,Email Activity,No,No,No,No,No,0
EXT2890,56,Professional,Mobile App,Medium,7,196,1.683,Phone Activity,No,No,No,No,No,0
EXT2891,55,Professional,Website,Medium,4,693,2.178,Phone Activity,No,No,No,Yes,No,0
EXT2892,42,Professional,Mobile App,Medium,2,268,5.627,Phone Activity,Yes,No,No,No,No,0
EXT2893,43,Professional,Mobile App,High,2,320,3.579,Phone Activity,No,No,Yes,No,No,0
EXT2894,24,Student,Mobile App,High,3,187,2.17,Website Activity,No,No,No,No,No,0
EXT2895,57,Professional,Mobile App,Medium,2,665,2.213,Phone Activity,No,No,No,No,No,0
EXT2896,56,Unemployed,Mobile App,High,1,281,5.347,Email Activity,No,No,No,No,No,0
EXT2897,53,Professional,Mobile App,Medium,5,299,7.862,Website Activity,No,No,No,No,No,0
EXT2898,56,Unemployed,Mobile App,High,5,719,5.769,Website Activity,No,No,No,Yes,No,0
EXT2899,60,Unemployed,Mobile App,High,5,493,0.184,Email Activity,No,No,No,Yes,No,0
EXT2900,51,Professional,Website,High,0,0,0,Email Activity,No,No,No,No,Yes,1
EXT2901,44,Unemployed,Website,High,3,2023,3.572,Email Activity,No,No,No,No,No,0
EXT2902,24,Student,Mobile App,High,4,1461,8.166,Phone Activity,No,No,Yes,No,No,0
EXT2903,56,Professional,Website,High,2,2221,3.316,Email Activity,No,No,Yes,No,No,1
EXT2904,56,Unemployed,Mobile App,Medium,2,1895,7.715,Email Activity,No,Yes,No,No,No,0
EXT2905,25,Professional,Mobile App,Medium,2,304,1.2,Email Activity,No,No,No,Yes,No,0
EXT2906,40,Professional,Mobile App,Medium,1,11,2.199,Email Activity,Yes,No,No,No,No,0
EXT2907,58,Professional,Website,Medium,2,317,2.657,Phone Activity,No,No,No,No,No,0
EXT2908,50,Unemployed,Website,High,6,264,2.577,Email Activity,No,Yes,No,No,No,1
EXT2909,56,Professional,Website,Medium,0,0,0,Email Activity,No,No,Yes,Yes,Yes,0
EXT2910,32,Professional,Website,Medium,5,49,5.679,Website Activity,No,Yes,No,No,No,0
EXT2911,49,Professional,Website,High,1,2121,5.672,Email Activity,No,No,No,No,No,1
EXT2912,57,Professional,Mobile App,High,8,296,5.395,Website Activity,No,No,No,No,No,0
EXT2913,20,Student,Website,High,3,179,3.403,Phone Activity,No,No,No,No,No,0
EXT2914,59,Unemployed,Website,High,4,88,5.174,Email Activity,Yes,No,No,No,No,0
EXT2915,20,Student,Mobile App,High,3,1749,0.15,Phone Activity,No,No,No,No,No,0
EXT2916,59,Professional,Mobile App,Medium,1,1911,4.383,Email Activity,No,No,No,No,No,0
EXT2917,59,Unemployed,Website,Medium,0,0,0,Phone Activity,No,No,Yes,No,No,0
EXT2918,56,Professional,Website,Medium,1,263,2.005,Email Activity,No,No,No,No,No,0
EXT2919,33,Professional,Mobile App,Medium,3,1967,2.167,Phone Activity,No,No,Yes,Yes,No,0
EXT2920,60,Unemployed,Website,High,1,666,2.114,Phone Activity,No,No,No,No,No,1
EXT2921,58,Professional,Website,Medium,6,697,2.745,Email Activity,No,No,No,No,No,1
EXT2922,24,Student,Mobile App,High,11,354,2.205,Email Activity,No,No,No,No,No,0
EXT2923,39,Professional,Mobile App,Medium,2,498,0.337,Website Activity,No,No,No,No,No,0
EXT2924,59,Professional,Website,Medium,3,317,5.902,Email Activity,No,No,No,No,No,0
EXT2925,31,Professional,Website,Medium,3,2018,2.188,Website Activity,No,No,No,No,No,1
EXT2926,20,Student,Website,Medium,1,96,0.207,Email Activity,No,No,No,No,No,0
EXT2927,34,Professional,Website,Medium,6,2061,2.723,Email Activity,No,No,No,No,No,1
EXT2928,48,Professional,Website,Medium,1,1787,2.963,Email Activity,No,No,No,No,No,1
EXT2929,37,Unemployed,Mobile App,Medium,3,2225,2.211,Phone Activity,No,No,No,No,No,0
EXT2930,57,Professional,Website,Medium,1,994,5.609,Email Activity,No,No,No,No,No,1
EXT2931,32,Unemployed,Website,High,3,1949,3.767,Email Activity,No,No,No,No,No,1
EXT2932,60,Professional,Mobile App,High,0,0,0,Phone Activity,No,No,No,No,No,0
EXT2933,25,Professional,Mobile App,High,2,1318,5.174,Email Activity,No,No,Yes,No,No,0
EXT2934,45,Professional,Website,Medium,5,2035,3.641,Email Activity,No,No,No,No,No,1
EXT2935,53,Professional,Website,High,0,0,0,Email Activity,Yes,No,No,No,No,1
EXT2936,59,Professional,Website,Medium,4,2043,0.106,Phone Activity,Yes,No,No,No,No,1
EXT2937,27,Professional,Website,High,5,722,3.364,Email Activity,Yes,No,No,No,No,1
